あ	a̠ AJ
すうじゅう	s AG ɨᵝː ʑ BC ɨᵝː
すうすう	s AG ɨᵝː s AG ɨᵝː
すうせい	s AG ɨᵝː s AG e̞ː AK
すうち	s AG ɨᵝː t AH ɕ BC i AJ
すうちかいせき	s AG ɨᵝː t AH ɕ BC i AJ k AC a̠ AJ i AJ s AG e̞ AJ kʲ AC i AJ
すうちょくせん	s AG ɨᵝː t AH ɕ BC o̞ AM k AC ɯ̟ᵝ s AG ẽ̞ ɴ AI
すうはい	s AG ɨᵝː h AA a̠ AJ i AJ
すうひ	s AG ɨᵝː ç i AJ
すうびょう	s AG ɨᵝː bʲ BH o̞ː AL
すうりょう	s AG ɨᵝː ɾʲ BI o̞ː AL
すうれつ	s AG ɨᵝː ɾ BB e̞ AJ t AH s AG ɨᵝ
すうろん	s AG ɨᵝː ɾ BB õ̞ ɴ AI
すえおき	s AG ɨᵝ e̞ AJ o̞ AM kʲ AC i AJ
すえおそろしい	s AG ɨᵝ e̞ AJ o̞ AM s AG o̞ AM ɾ BB o̞ AM ɕ BC iː AK
すえっこ	s AG ɨᵝ e̞ AJ k̚ k AC o̞ AM
すえながい	s AG ɨᵝ e̞ AJ n AE a̠ AJ ɡ AC a̠ AJ i AJ
すえの	s AG ɨᵝ e̞ AJ n AE o̞ AM
すえる	s AG ɨᵝ e̞ AJ ɾ BB ɯ̟ᵝ
すか	s AG ɨ̥ᵝ k AC a̠ AJ
すかさず	s AG ɨ̥ᵝ k AC a̠ AJ s AG a̠ AJ z AG ɨᵝ
すがお	s AG ɨᵝ ɡ AC a̠ AJ o̞ AM
すがすがしい	s AG ɨᵝ ɡ AC a̠ AJ s AG ɨᵝ ɡ AC a̠ AJ ɕ BC i AJ i AJ
すがた	s AG ɨᵝ ɡ AC a̠ AJ t AH a̠ AJ
すがたみ	s AG ɨᵝ ɡ AC a̠ AJ t AH a̠ AJ mʲ BG i AJ
すがたをけす	s AG ɨᵝ ɡ AC a̠ AJ t AH a̠ AJ o̞ AM k AC e̞ AJ s AG ɨᵝ
すき	s AG ɨᵝ kʲ AC i AJ
すききらい	s AG ɨ̥ᵝ kʲ AC i AJ kʲ AC i AJ ɾ BB a̠ AJ i AJ
すきこそもののじょうずなれ	s AG ɨᵝ kʲ AC i AJ k AC o̞ AM s AG o̞ AM m AD o̞ AM n AE o̞ AM n AE o̞ AM d AH ʑ BC o̞ː AL z AG ɨᵝ n AE a̠ AJ ɾ BB e̞ AJ
すきさけ	s AG ɨᵝ kʲ AC i AJ s AG a̠ AJ k AC e̞ AJ
すきざけ	s AG ɨᵝ kʲ AC i AJ z AG a̠ AJ k AC e̞ AJ
すきずき	s AG ɨ̥ᵝ kʲ AC i AJ z AG ɨᵝ kʲ AC i AJ
すきとおる	s AG ɨ̥ᵝ kʲ AC i AJ t AH o̞ː AL ɾ BB ɯ̟ᵝ
すきなだけ	s AG ɨᵝ kʲ AC i AJ n AE a̠ AJ d AH a̠ AJ k AC e̞ AJ
すきばさみ	s AG ɨᵝ kʲ AC i AJ b AF a̠ AJ s AG a̠ AJ mʲ BG i AJ
すきま	s AG ɨ̥ᵝ kʲ AC i AJ m AD a̠ AJ
すきやき	s AG ɨ̥ᵝ kʲ AC i AJ j AB a̠ AJ kʲ AC i AJ
すきやづくり	s AG ɨᵝ kʲ AC i AJ j AB a̠ AJ z AG ɨᵝ k AC ɯ̟ᵝ ɾʲ BI i AJ
すきよけ	s AG ɨᵝ kʲ AC i AJ j AB o̞ AM k AC e̞ AJ
すぎ	s AG ɨᵝ ɡʲ AC i AJ
すぎる	s AG ɨᵝ ɡʲ AC i AJ ɾ BB ɯ̟ᵝ
すく	s AG ɨᵝ k AC ɯ̟ᵝ
すくい	s AG ɨᵝ k AC ɯ̟ᵝ i AJ
すくいあげる	s AG ɨ̥ᵝ k AC ɯ̟ᵝ i AJ a̠ AJ ɡ AC e̞ AJ ɾ BB ɯ̟ᵝ
すくいなげ	s AG ɨᵝ k AC ɯ̟ᵝ i AJ n AE a̠ AJ ɡ AC e̞ AJ
すくう	s AG ɨ̥ᵝ k AC ɯ̟ᵝː
すくすく	s AG ɨᵝ k AC ɯ̟ᵝ s AG ɨᵝ k AC ɯ̟ᵝ
すくない	s AG ɨ̥ᵝ k AC ɯ̟ᵝ n AE a̠ AJ i AJ
すくなくとも	s AG ɨᵝ k AC ɯ̟ᵝ n AE a̠ AJ k AC ɯ̟ᵝ t AH o̞ AM m AD o̞ AM
すくむ	s AG ɨ̥ᵝ k AC ɯ̟ᵝ m AD ɯ̟ᵝ
すくめる	s AG ɨᵝ k AC ɯ̟ᵝ m AD e̞ AJ ɾ BB ɯ̟ᵝ
すぐ	s AG ɨᵝ ɡ AC ɯ̟ᵝ
すぐさま	s AG ɨᵝ ɡ AC ɯ̟ᵝ s AG a̠ AJ m AD a̠ AJ
すぐに	s AG ɨᵝ ɡ AC ɯ̟ᵝ ɲ̟ BF i AJ
すぐは	s AG ɨᵝ ɡ AC ɯ̟ᵝ h AA a̠ AJ
すぐれる	s AG ɨᵝ ɡ AC ɯ̟ᵝ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
すけそうだら	s AG ɨᵝ k AC e̞ AJ s AG o̞ː AL d AH a̠ AJ ɾ BB a̠ AJ
すけだち	s AG ɨ̥ᵝ k AC e̞ AJ d AH a̠ AJ t AH ɕ BC i AJ
すけっと	s AG ɨ̥ᵝ k AC e̞ AJ t̚ t AH o̞ AM
すけとうだら	s AG ɨᵝ k AC e̞ AJ t AH o̞ː AL d AH a̠ AJ ɾ BB a̠ AJ
すけばん	s AG ɨᵝ k AC e̞ AJ b AF ã̠ ɴ AI
すけひろ	s AG ɨᵝ k AC e̞ AJ ç i AJ ɾ BB o̞ AM
すける	s AG ɨ̥ᵝ k AC e̞ AJ ɾ BB ɯ̟ᵝ
すげ	s AG ɨᵝ ɡ AC e̞ AJ
すげない	s AG ɨᵝ ɡ AC e̞ AJ n AE a̠ AJ i AJ
すこし	s AG ɨ̥ᵝ k AC o̞ AM ɕ BC i AJ
すこしずつ	s AG ɨ̥ᵝ k AC o̞ AM ɕ BC i AJ z AG ɨᵝ t AH s AG ɨᵝ
すこしも	s AG ɨᵝ k AC o̞ AM ɕ BC i AJ m AD o̞ AM
すこぶる	s AG ɨᵝ k AC o̞ AM b AF ɯ̟ᵝ ɾ BB ɯ̟ᵝ
すこやか	s AG ɨ̥ᵝ k AC o̞ AM j AB a̠ AJ k AC a̠ AJ
すごい	s AG ɨᵝ ɡ AC o̞ AM i AJ
すごうで	s AG ɨᵝ ɡ AC o̞ AM ɯ̟ᵝ d AH e̞ AJ
すごく	s AG ɨᵝ ɡ AC o̞ AM k AC ɯ̟ᵝ
すごす	s AG ɨᵝ ɡ AC o̞ AM s AG ɨᵝ
すごすご	s AG ɨᵝ ɡ AC o̞ AM s AG ɨᵝ ɡ AC o̞ AM
すごろく	s AG ɨᵝ ɡ AC o̞ AM ɾ BB o̞ AM k AC ɯ̟ᵝ
すさ	s AG ɨᵝ s AG a̠ AJ
すさのお	s AG ɨ̥ᵝ s AG a̠ AJ n AE o̞ AM o̞ AM
すさぶ	s AG ɨᵝ s AG a̠ AJ b AF ɯ̟ᵝ
すさまじい	s AG ɨᵝ s AG a̠ AJ m AD a̠ AJ ʑ BC iː AK
すさむ	s AG ɨᵝ s AG a̠ AJ m AD ɯ̟ᵝ
すざく	s AG ɨᵝ z AG a̠ AJ k AC ɯ̟ᵝ
すし	s AG ɨᵝ ɕ BC i AJ
すしめし	s AG ɨᵝ ɕ BC i AJ m AD e̞ AJ ɕ BC i AJ
すしや	s AG ɨᵝ ɕ BC i AJ j AB a̠ AJ
すじ	s AG ɨᵝ ʑ BC i AJ
すじがき	s AG ɨᵝ ʑ BC i AJ ɡ AC a̠ AJ kʲ AC i AJ
すじきんちょう	s AG ɨᵝ ʑ BC i AJ kʲ AC ĩ ɲ̟ BF t AH ɕ BC o̞ː AL
すじみち	s AG ɨᵝ ʑ BC i AJ mʲ BG i AJ t AH ɕ BC i AJ
すじょう	s AG ɨᵝ ʑ BC o̞ː AL
すす	s AG ɨᵝ s AG ɨᵝ
すすぐ	s AG ɨᵝ s AG ɨᵝ ɡ AC ɯ̟ᵝ
すすむ	s AG ɨᵝ s AG ɨᵝ m AD ɯ̟ᵝ
すすめ	s AG ɨᵝ s AG ɨᵝ m AD e̞ AJ
すすめる	s AG ɨᵝ s AG ɨᵝ m AD e̞ AJ ɾ BB ɯ̟ᵝ
すすりなく	s AG ɨᵝ s AG ɨᵝ ɾʲ BI i AJ n AE a̠ AJ k AC ɯ̟ᵝ
すする	s AG ɨᵝ s AG ɨᵝ ɾ BB ɯ̟ᵝ
すすんで	s AG ɨᵝ s AG ɨ̃ᵝ n AE d AH e̞ AJ
すず	s AG ɨᵝ z AG ɨᵝ
すずき	s AG ɨᵝ z AG ɨᵝ kʲ AC i AJ
すずしい	s AG ɨᵝ z AG ɨᵝ ɕ BC iː AK
すずな	s AG ɨᵝ z AG ɨᵝ n AE a̠ AJ
すずなり	s AG ɨᵝ z AG ɨᵝ n AE a̠ AJ ɾʲ BI i AJ
すずはく	s AG ɨᵝ z AG ɨᵝ h AA a̠ AJ k AC ɯ̟ᵝ
すずむ	s AG ɨᵝ z AG ɨᵝ m AD ɯ̟ᵝ
すずむし	s AG ɨᵝ z AG ɨᵝ m AD ɯ̟ᵝ ɕ BC i AJ
すずめ	s AG ɨᵝ z AG ɨᵝ m AD e̞ AJ
すずめが	s AG ɨᵝ z AG ɨᵝ m AD e̞ AJ ɡ AC a̠ AJ
すずめだい	s AG ɨᵝ z AG ɨᵝ m AD e̞ AJ d AH a̠ AJ i AJ
すずめばち	s AG ɨᵝ z AG ɨᵝ m AD e̞ AJ b AF a̠ AJ t AH ɕ BC i AJ
すずらん	s AG ɨᵝ z AG ɨᵝ ɾ BB ã̠ ɴ AI
すずり	s AG ɨᵝ z AG ɨᵝ ɾʲ BI i AJ
すずりばこ	s AG ɨᵝ z AG ɨᵝ ɾʲ BI i AJ b AF a̠ AJ k AC o̞ AM
すずをころがすよう	s AG ɨᵝ z AG ɨᵝ o̞ AM k AC o̞ AM ɾ BB o̞ AM ɡ AC a̠ AJ s AG ɨᵝ j AB o̞ː AL
すそ	s AG ɨᵝ s AG o̞ AM
すその	s AG ɨᵝ s AG o̞ AM n AE o̞ AM
すそよけ	s AG ɨᵝ s AG o̞ AM j AB o̞ AM k AC e̞ AJ
すたま	s AG ɨᵝ t AH a̠ AJ m AD a̠ AJ
すたれる	s AG ɨᵝ t AH a̠ AJ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
すだち	s AG ɨᵝ d AH a̠ AJ t AH ɕ BC i AJ
すだれ	s AG ɨᵝ d AH a̠ AJ ɾ BB e̞ AJ
すっかり	s AG ɨ̥ᵝ k̚ k AC a̠ AJ ɾʲ BI i AJ
すっきり	s AG ɨ̥ᵝ k̚ʲ kʲ AC i AJ ɾʲ BI i AJ
すっと	s AG ɨᵝ t̚ t AH o̞ AM
すっぱい	s AG ɨ̥ᵝ p̚ p AF a̠ AJ i AJ
すっぱだか	s AG ɨ̥ᵝ p̚ p AF a̠ AJ d AH a̠ AJ k AC a̠ AJ
すっぴん	s AG ɨᵝ p̚ʲ pʲ BH ĩ ɴ AI
すっぽかす	s AG ɨ̥ᵝ p̚ p AF o̞ AM k AC a̠ AJ s AG ɨᵝ
すっぽん	s AG ɨ̥ᵝ p̚ p AF õ̞ ɴ AI
すっぽんぽん	s AG ɨᵝ p̚ p AF õ̞ m AD p AF õ̞ ɴ AI
すてがな	s AG ɨ̥ᵝ t AH e̞ AJ ɡ AC a̠ AJ n AE a̠ AJ
すてき	s AG ɨ̥ᵝ t AH e̞ AJ kʲ AC i AJ
すてる	s AG ɨᵝ t AH e̞ AJ ɾ BB ɯ̟ᵝ
すで	s AG ɨᵝ d AH e̞ AJ
すでに	s AG ɨᵝ d AH e̞ AJ ɲ̟ BF i AJ
すどおり	s AG ɨᵝ d AH o̞ː AL ɾʲ BI i AJ
すどまり	s AG ɨᵝ d AH o̞ AM m AD a̠ AJ ɾʲ BI i AJ
すな	s AG ɨᵝ n AE a̠ AJ
すなあらし	s AG ɨᵝ n AE a̠ː AK ɾ BB a̠ AJ ɕ BC i AJ
すなお	s AG ɨᵝ n AE a̠ AJ o̞ AM
すなどけい	s AG ɨᵝ n AE a̠ AJ d AH o̞ AM k AC e̞ː AK
すなねずみ	s AG ɨᵝ n AE a̠ AJ n AE e̞ AJ z AG ɨᵝ mʲ BG i AJ
すなのみ	s AG ɨᵝ n AE a̠ AJ n AE o̞ AM mʲ BG i AJ
すなはま	s AG ɨᵝ n AE a̠ AJ h AA a̠ AJ m AD a̠ AJ
すなば	s AG ɨᵝ n AE a̠ AJ b AF a̠ AJ
すなぶろ	s AG ɨᵝ n AE a̠ AJ b AF ɯ̟ᵝ ɾ BB o̞ AM
すなゆ	s AG ɨᵝ n AE a̠ AJ j AB ɯ̟ᵝ
すなわち	s AG ɨᵝ n AE a̠ AJ ɰᵝ a̠ AJ t AH ɕ BC i AJ
すね	s AG ɨᵝ n AE e̞ AJ
すねる	s AG ɨᵝ n AE e̞ AJ ɾ BB ɯ̟ᵝ
すばこ	s AG ɨᵝ b AF a̠ AJ k AC o̞ AM
すばしこい	s AG ɨᵝ b AF a̠ AJ ɕ BC i̥ AJ k AC o̞ AM i AJ
すばやい	s AG ɨᵝ b AF a̠ AJ j AB a̠ AJ i AJ
すばらしい	s AG ɨᵝ b AF a̠ AJ ɾ BB a̠ AJ ɕ BC iː AK
すばる	s AG ɨᵝ b AF a̠ AJ ɾ BB ɯ̟ᵝ
すぶた	s AG ɨᵝ b AF ɯ̟ᵝ t AH a̠ AJ
すべからく	s AG ɨᵝ b AF e̞ AJ k AC a̠ AJ ɾ BB a̠ AJ k AC ɯ̟ᵝ
すべすべ	s AG ɨᵝ b AF e̞ AJ s AG ɨᵝ b AF e̞ AJ
すべて	s AG ɨᵝ b AF e̞ AJ t AH e̞ AJ
すべりだい	s AG ɨᵝ b AF e̞ AJ ɾʲ BI i AJ d AH a̠ AJ i AJ
すべりだし	s AG ɨᵝ b AF e̞ AJ ɾʲ BI i AJ d AH a̠ AJ ɕ BC i AJ
すべる	s AG ɨᵝ b AF e̞ AJ ɾ BB ɯ̟ᵝ
すぼまる	s AG ɨᵝ b AF o̞ AM m AD a̠ AJ ɾ BB ɯ̟ᵝ
すぼめる	s AG ɨᵝ b AF o̞ AM m AD e̞ AJ ɾ BB ɯ̟ᵝ
すぽっと	s AG ɨᵝ p AF o̞ AM t̚ t AH o̞ AM
すぽん	s AG ɨᵝ p AF õ̞ ɴ AI
すまう	s AG ɨᵝ m AD a̠ AJ ɯ̟ᵝ
すます	s AG ɨᵝ m AD a̠ AJ s AG ɨᵝ
すませる	s AG ɨᵝ m AD a̠ AJ s AG e̞ AJ ɾ BB ɯ̟ᵝ
すまた	s AG ɨᵝ m AD a̠ AJ t AH a̠ AJ
すみ	s AG ɨᵝ mʲ BG i AJ
すみきる	s AG ɨᵝ mʲ BG i AJ kʲ AC i AJ ɾ BB ɯ̟ᵝ
すみずみ	s AG ɨᵝ mʲ BG i AJ z AG ɨᵝ mʲ BG i AJ
すみだ	s AG ɨᵝ mʲ BG i AJ d AH a̠ AJ
すみび	s AG ɨᵝ mʲ BG i AJ bʲ BH i AJ
すみません	s AG ɨᵝ mʲ BG i AJ m AD a̠ AJ s AG ẽ̞ ɴ AI
すみやか	s AG ɨᵝ mʲ BG i AJ j AB a̠ AJ k AC a̠ AJ
すみれ	s AG ɨᵝ mʲ BG i AJ ɾ BB e̞ AJ
すみれいろ	s AG ɨᵝ mʲ BG i AJ ɾ BB e̞ AJ i AJ ɾ BB o̞ AM
すむ	s AG ɨᵝ m AD ɯ̟ᵝ
すめばみやこ	s AG ɨᵝ m AD e̞ AJ b AF a̠ AJ mʲ BG i AJ j AB a̠ AJ k AC o̞ AM
すもう	s AG ɨᵝ m AD o̞ː AL
すもも	s AG ɨᵝ m AD o̞ AM m AD o̞ AM
すら	s AG ɨᵝ ɾ BB a̠ AJ
すらすら	s AG ɨᵝ ɾ BB a̠ AJ s AG ɨᵝ ɾ BB a̠ AJ
すり	s AG ɨᵝ ɾʲ BI i AJ
すりかえる	s AG ɨᵝ ɾʲ BI i AJ k AC a̠ AJ e̞ AJ ɾ BB ɯ̟ᵝ
すりきれる	s AG ɨᵝ ɾʲ BI i AJ kʲ AC i AJ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
すりこむ	s AG ɨᵝ ɾʲ BI i AJ k AC o̞ AM m AD ɯ̟ᵝ
すりぬける	s AG ɨᵝ ɾʲ BI i AJ n AE ɯ̟ᵝ k AC e̞ AJ ɾ BB ɯ̟ᵝ
すりみ	s AG ɨᵝ ɾʲ BI i AJ mʲ BG i AJ
する	s AG ɨᵝ ɾ BB ɯ̟ᵝ
するこ	s AG ɨᵝ ɾ BB ɯ̟ᵝ k AC o̞ AM
すると	s AG ɨᵝ ɾ BB ɯ̟ᵝ t AH o̞ AM
するどい	s AG ɨᵝ ɾ BB ɯ̟ᵝ d AH o̞ AM i AJ
するめいか	s AG ɨᵝ ɾ BB ɯ̟ᵝ m AD e̞ AJ i AJ k AC a̠ AJ
すれちがう	s AG ɨᵝ ɾ BB e̞ AJ t AH ɕ BC i AJ ɡ AC a̠ AJ ɯ̟ᵝ
すれる	s AG ɨᵝ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
すわ	s AG ɨᵝ ɰᵝ a̠ AJ
すわりこむ	s AG ɨᵝ ɰᵝ a̠ AJ ɾʲ BI i AJ k AC o̞ AM m AD ɯ̟ᵝ
すわる	s AG ɨᵝ ɰᵝ a̠ AJ ɾ BB ɯ̟ᵝ
すんか	s AG ɨ̃ᵝ ŋ AI k AC a̠ AJ
すんげき	s AG ɨ̃ᵝ ŋ AI ɡ AC e̞ AJ kʲ AC i AJ
すんぽう	s AG ɨ̃ᵝ m AD p AF o̞ː AL
ず	d AH z AG ɨᵝ
ずあん	d AH z AG ɨᵝ ã̠ ɴ AI
ずい	d AH z AG ɨᵝ i AJ
ずいい	d AH z AG ɨᵝ iː AK
ずいいち	d AH z AG ɨᵝ iː AK t AH ɕ BC i AJ
ずいえき	d AH z AG ɨᵝ i AJ e̞ AJ kʲ AC i AJ
ずいこう	d AH z AG ɨᵝ i AJ k AC o̞ː AL
ずいこういん	d AH z AG ɨᵝ i AJ k AC o̞ː AL ĩ ɴ AI
ずいしょう	d AH z AG ɨᵝ i AJ ɕ BC o̞ː AL
ずいじ	d AH z AG ɨᵝ i AJ ʑ BC i AJ
ずいひつ	d AH z AG ɨᵝ i AJ ç i̥ AJ t AH s AG ɨᵝ
ずうずうしい	d AH z AG ɨᵝː z AG ɨᵝː ɕ BC i AJ i AJ
ずかい	d AH z AG ɨᵝ k AC a̠ AJ i AJ
ずかん	d AH z AG ɨᵝ k AC ã̠ ɴ AI
ずが	d AH z AG ɨᵝ ɡ AC a̠ AJ
ずがい	d AH z AG ɨᵝ ɡ AC a̠ AJ i AJ
ずきん	d AH z AG ɨᵝ kʲ AC ĩ ɴ AI
ずけい	d AH z AG ɨᵝ k AC e̞ː AK
ずさん	d AH z AG ɨᵝ s AG ã̠ ɴ AI
ずし	d AH z AG ɨᵝ ɕ BC i AJ
ずしき	d AH z AG ɨᵝ ɕ BC i̥ AJ kʲ AC i AJ
ずじょう	d AH z AG ɨᵝ ʑ BC o̞ː AL
ずぞうがく	d AH z AG ɨᵝ z AG o̞ː AL ɡ AC a̠ AJ k AC ɯ̟ᵝ
ずたずた	d AH z AG ɨᵝ t AH a̠ AJ z AG ɨᵝ t AH a̠ AJ
ずっしり	d AH z AG ɨᵝ ɕː BJ i AJ ɾʲ BI i AJ
ずっと	d AH z AG ɨᵝ t̚ t AH o̞ AM
ずつう	d AH z AG ɨᵝ t AH s AG ɨᵝː
ずどん	d AH z AG ɨᵝ d AH õ̞ ɴ AI
ずのう	d AH z AG ɨᵝ n AE o̞ː AL
ずのうりゅうしゅつ	d AH z AG ɨᵝ n AE o̞ː AL ɾʲ BI ɨᵝː ɕ BC ɨᵝ t AH s AG ɨᵝ
ずばずば	d AH z AG ɨᵝ b AF a̠ AJ z AG ɨᵝ b AF a̠ AJ
ずばり	d AH z AG ɨᵝ b AF a̠ AJ ɾʲ BI i AJ
ずひょう	d AH z AG ɨᵝ ç o̞ː AL
ずぶとい	d AH z AG ɨᵝ b AF ɯ̟ᵝ t AH o̞ AM i AJ
ずぶぬれ	d AH z AG ɨᵝ b AF ɯ̟ᵝ n AE ɯ̟ᵝ ɾ BB e̞ AJ
ずぼし	d AH z AG ɨᵝ b AF o̞ AM ɕ BC i AJ
ずぼら	d AH z AG ɨᵝ b AF o̞ AM ɾ BB a̠ AJ
ずぼん	d AH z AG ɨᵝ b AF õ̞ ɴ AI
ずらす	d AH z AG ɨᵝ ɾ BB a̠ AJ s AG ɨᵝ
ずる	d AH z AG ɨᵝ ɾ BB ɯ̟ᵝ
ずるい	d AH z AG ɨᵝ ɾ BB ɯ̟ᵝ i AJ
ずるがしこい	d AH z AG ɨᵝ ɾ BB ɯ̟ᵝ ɡ AC a̠ AJ ɕ BC i AJ k AC o̞ AM i AJ
ずるずる	d AH z AG ɨᵝ ɾ BB ɯ̟ᵝ z AG ɨᵝ ɾ BB ɯ̟ᵝ
ずれる	d AH z AG ɨᵝ ɾ BB e̞ AJ ɾ BB ɯ̟ᵝ
ずろう	d AH z AG ɨᵝ ɾ BB o̞ː AL
ずろく	d AH z AG ɨᵝ ɾ BB o̞ AM k AC ɯ̟ᵝ
ずんぐりむっくり	d AH z AG ɨ̃ᵝ ŋ AI ɡ AC ɯ̟ᵝ ɾʲ BI i AJ m AD ɯ̟ᵝ k̚ k AC ɯ̟ᵝ ɾʲ BI i AJ
ずんだ	d AH z AG ɨ̃ᵝ n AE d AH a̠ AJ
ずんだもち	d AH z AG ɨ̃ᵝ n AE d AH a̠ AJ m AD o̞ AM t AH ɕ BC i AJ
せ	s AG e̞ AJ
せい	s AG e̞ː AK
せいあい	s AG e̞ː AK a̠ AJ i AJ
せいあつ	s AG e̞ː AK a̠ AJ t AH s AG ɨᵝ
せいいき	s AG e̞ː AK i AJ kʲ AC i AJ
せいいく	s AG e̞ː AK i AJ k AC ɯ̟ᵝ
せいいたいしょうぐん	s AG e̞ AJ iː AK
せいいっぱい	s AG e̞ː AK i AJ p̚ p AF a̠ AJ i AJ
せいいぶつ	s AG e̞ː AK i AJ b AF ɯ̟ᵝ t AH s AG ɨᵝ
せいう	s AG e̞ː AK ɯ̟ᵝ
せいうん	s AG e̞ː AK ɯ̟̃ᵝ ɴ AI
せいえき	s AG e̞ː AK e̞ AJ kʲ AC i AJ
せいえん	s AG e̞ː AK ẽ̞ ɴ AI
せいおん	s AG e̞ː AK õ̞ ɴ AI
せいおんがく	s AG e̞ː AK õ̞ ŋ AI ɡ AC a̠ AJ k AC ɯ̟ᵝ
せいか	s AG e̞ː AK k AC a̠ AJ
せいかい	s AG e̞ː AK k AC a̠ AJ i AJ
せいかがく	s AG e̞ː AK k AC a̠ AJ ɡ AC a̠ AJ k AC ɯ̟ᵝ
せいかく	s AG e̞ː AK k AC a̠ AJ k AC ɯ̟ᵝ
せいかくせい	s AG e̞ː AK k AC a̠ AJ k AC ɯ̟ᵝ s AG e̞ː AK
せいかご	s AG e̞ː AK k AC a̠ AJ ɡ AC o̞ AM
せいかつ	s AG e̞ː AK k AC a̠ AJ t AH s AG ɨᵝ
せいかつおん	s AG e̞ː AK k AC a̠ AJ t AH s AG ɨᵝ õ̞ ɴ AI
せいかつかん	s AG e̞ː AK k AC a̠ AJ t AH s AG ɨᵝ k AC ã̠ ɴ AI
せいかぶつ	s AG e̞ː AK k AC a̠ AJ b AF ɯ̟ᵝ t AH s AG ɨᵝ
せいかもじ	s AG e̞ː AK k AC a̠ AJ m AD o̞ AM ʑ BC i AJ
せいかん	s AG e̞ː AK k AC ã̠ ɴ AI
せいかんたい	s AG e̞ː AK k AC ã̠ n AE t AH a̠ AJ i AJ
せいがいふ	s AG e̞ː AK ɡ AC a̠ AJ i AJ ɸ BE ɯ̟ᵝ
せいがんしゃ	s AG e̞ː AK ɡ AC ã̠ ɰ̃ AB ɕ BC a̠ AJ
せいき	s AG e̞ː AK kʲ AC i AJ
せいきか	s AG e̞ː AK kʲ AC i AJ k AC a̠ AJ
せいきまつ	s AG e̞ː AK kʲ AC i AJ m AD a̠ AJ t AH s AG ɨᵝ
せいきゅう	s AG e̞ː AK kʲ AC ɨᵝː
せいきゅうしょ	s AG e̞ː AK kʲ AC ɨᵝː ɕ BC o̞ AM
せいきょ	s AG e̞ː AK kʲ AC o̞ AM
せいきょういく	s AG e̞ː AK kʲ AC o̞ː AL i AJ k AC ɯ̟ᵝ
せいきょく	s AG e̞ː AK kʲ AC o̞ AM k AC ɯ̟ᵝ
せいきんせき	s AG e̞ː AK kʲ AC ĩ ɰ̃ AB s AG e̞ AJ kʲ AC i AJ
せいぎ	s AG e̞ː AK ɡʲ AC i AJ
せいぎょ	s AG e̞ː AK ɡʲ AC o̞ AM
せいぎょしつ	s AG e̞ː AK ɡʲ AC o̞ AM ɕ BC i AJ t AH s AG ɨᵝ
せいぎょぼう	s AG e̞ː AK ɡʲ AC o̞ AM b AF o̞ː AL
せいぎょもじ	s AG e̞ː AK ɡʲ AC o̞ AM m AD o̞ AM ʑ BC i AJ
せいく	s AG e̞ː AK k AC ɯ̟ᵝ
せいくらべ	s AG e̞ː AK k AC ɯ̟ᵝ ɾ BB a̠ AJ b AF e̞ AJ
せいぐ	s AG e̞ː AK ɡ AC ɯ̟ᵝ
せいぐん	s AG e̞ː AK ɡ AC ɯ̟̃ᵝ ɴ AI
せいけい	s AG e̞ː AK k AC e̞ː AK
せいけいしゅじゅつ	s AG e̞ː AK k AC e̞ː AK ɕ BC ɨᵝ ʑ BC ɨᵝ t AH s AG ɨᵝ
せいけつ	s AG e̞ː AK k AC e̞ AJ t AH s AG ɨᵝ
せいけん	s AG e̞ː AK k AC ẽ̞ ɴ AI
せいげん	s AG e̞ː AK ɡ AC ẽ̞ ɴ AI
せいこう	s AG e̞ː AK k AC o̞ː AL
せいこうしょう	s AG e̞ː AK k AC o̞ː AL ɕ BC o̞ː AL
せいこうたいい	s AG e̞ː AK k AC o̞ː AL t AH a̠ AJ i AJ i AJ
せいこつ	s AG e̞ː AK k AC o̞ AM t AH s AG ɨᵝ
せいご	s AG e̞ː AK ɡ AC o̞ AM
せいごう	s AG e̞ː AK ɡ AC o̞ː AL
せいさい	s AG e̞ː AK s AG a̠ AJ i AJ
せいさく	s AG e̞ː AK s AG a̠ AJ k AC ɯ̟ᵝ
せいさべつ	s AG e̞ː AK s AG a̠ AJ b AF e̞ AJ t AH s AG ɨᵝ
せいさん	s AG e̞ː AK s AG ã̠ ɴ AI
せいさんえん	s AG e̞ː AK s AG ã̠ ɰ̃ AB ẽ̞ ɴ AI
せいさんかくけい	s AG e̞ː AK s AG ã̠ ŋ AI k AC a̠ AJ k AC ɯ̟ᵝ k AC e̞ː AK
せいさんかごうぶつ	s AG e̞ː AK s AG ã̠ ŋ AI k AC a̠ AJ ɡ AC o̞ː AL b AF ɯ̟ᵝ t AH s AG ɨᵝ
せいし	s AG e̞ː AK ɕ BC i AJ
せいしき	s AG e̞ː AK ɕ BC i AJ kʲ AC i AJ
せいしつ	s AG e̞ː AK ɕ BC i AJ t AH s AG ɨᵝ
せいしゅ	s AG e̞ː AK ɕ BC ɨᵝ
せいしゅう	s AG e̞ː AK ɕ BC ɨᵝː
せいしゅく	s AG e̞ː AK ɕ BC ɨᵝ k AC ɯ̟ᵝ
